action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0001,UND030,escalate,15,2.8,Proposed
ACT0002,UND001,validate,21,8.9,Proposed
ACT0003,UND036,validate,11,21.9,In Review
ACT0004,UND013,validate,29,3.2,Ready
ACT0005,UND027,document,33,2.4,Proposed
ACT0006,UND025,prioritize,31,14.8,Complete
ACT0007,UND017,escalate,5,11.7,In Review
ACT0008,UND016,monitor,30,8.0,Ready
ACT0009,UND018,automate,18,10.1,Ready
ACT0010,UND010,validate,39,3.5,In Review
ACT0011,UND030,automate,43,11.6,Proposed
ACT0012,UND017,automate,2,18.2,Proposed
ACT0013,UND031,validate,3,17.6,Ready
ACT0014,UND007,validate,21,20.5,Complete
ACT0015,UND019,prioritize,39,14.4,Complete
ACT0016,UND003,automate,9,13.8,Proposed
ACT0017,UND030,prioritize,36,17.9,Complete
ACT0018,UND014,document,36,3.0,Proposed
ACT0019,UND010,document,12,10.3,Ready
ACT0020,UND032,automate,25,19.2,Complete
ACT0021,UND016,validate,15,23.4,Proposed
ACT0022,UND009,validate,17,10.1,Proposed
ACT0023,UND012,escalate,40,9.4,Ready
ACT0024,UND014,document,30,10.8,Complete
ACT0025,UND024,monitor,30,9.3,Proposed
ACT0026,UND032,escalate,11,14.6,Complete
ACT0027,UND026,document,17,23.2,Proposed
ACT0028,UND002,automate,18,9.7,In Review
ACT0029,UND023,document,27,14.4,In Review
ACT0030,UND003,escalate,7,23.6,In Review
ACT0031,UND031,monitor,33,7.0,Proposed
ACT0032,UND014,monitor,39,3.3,Ready
ACT0033,UND014,validate,30,20.6,Ready
ACT0034,UND035,automate,10,21.0,Ready
ACT0035,UND001,monitor,32,17.1,Proposed
ACT0036,UND035,validate,8,6.8,Ready
ACT0037,UND016,monitor,28,10.5,Complete
ACT0038,UND020,document,6,23.3,Ready
ACT0039,UND001,monitor,28,4.0,Proposed
ACT0040,UND028,escalate,27,11.0,Proposed
ACT0041,UND024,escalate,19,11.1,Ready
ACT0042,UND028,document,43,19.2,Ready
ACT0043,UND013,validate,38,9.0,Proposed
ACT0044,UND022,automate,15,4.5,Complete
ACT0045,UND033,automate,27,4.2,In Review
ACT0046,UND010,document,16,7.1,Complete
ACT0047,UND011,automate,19,23.5,Proposed
ACT0048,UND003,prioritize,14,2.9,Ready
ACT0049,UND013,automate,21,9.2,In Review
ACT0050,UND024,validate,20,20.7,Complete
ACT0051,UND025,prioritize,34,23.8,In Review
ACT0052,UND024,escalate,17,22.2,Proposed
ACT0053,UND013,prioritize,4,7.9,Complete
ACT0054,UND020,automate,9,17.7,Ready
ACT0055,UND031,escalate,36,23.8,Complete
ACT0056,UND022,prioritize,29,4.0,Complete
ACT0057,UND032,document,7,6.6,Proposed
ACT0058,UND023,monitor,12,15.1,Ready
ACT0059,UND014,prioritize,22,9.9,In Review
